TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster,TransactionLevel,Target
-0.9763205656365879,0.5414385128843381,1.1990320582001823,-1.2131985919529935,1.423196390000514,-1.3234577541435375,-0.552642221900115,-0.2033669757078782,0.004753083919352799,1.0,Low,2
0.2686329609123441,0.5414385128843381,-0.508294849076001,-1.2131985919529935,1.311032333424246,-1.3234577541435375,0.2942607775305022,-0.2033669757078782,2.2112400192766364,1.0,High,1
-0.5906135777067515,0.5414385128843381,0.1421154013149261,1.2654415935203476,-1.4369870526943178,1.3180962861460723,-0.9055184716628722,-0.2033669757078782,-1.0133895559206567,2.0,Medium,0
-0.3905065922575915,0.5414385128843381,0.9551282143035849,1.2654415935203476,-1.04441285467738,1.3180962861460723,-1.3430850213686911,-0.2033669757078782,0.8868808739999413,2.0,Medium,0
-0.7079757574565251,0.5414385128843381,0.5486218078092555,-1.2131985919529935,-1.4930690809824516,1.3180962861460723,0.7318273272363212,-0.2033669757078782,-1.1003225944519075,2.0,Low,0
1.7802468355336234,0.5414385128843381,0.3860192452115237,-1.2131985919529935,0.5819659656785047,-1.3234577541435375,-0.0021552722702138007,-0.2033669757078782,-1.0390277464899311,1.0,High,2
-0.371530633493129,0.5414385128843381,0.0608141200160602,1.2654415935203476,-1.3248229961180498,1.3180962861460723,0.7459423772268314,-0.2033669757078782,-0.909668057575008,2.0,Medium,0
1.6626783953624968,0.5414385128843381,0.0608141200160602,-1.2131985919529935,-1.04441285467738,1.3180962861460723,0.040189877701317,-0.2033669757078782,-1.2513881108757638,2.0,High,0
-0.4507002585557326,0.5414385128843381,-0.020487161282805595,1.2654415935203476,-1.4930690809824516,1.3180962861460723,0.1954554275969302,-0.2033669757078782,-1.2232567868152795,2.0,Medium,0
0.5753078307271451,0.5414385128843381,-0.9148012555703304,-1.2131985919529935,-0.4835925717960405,-0.4429397407136677,0.1248801776443787,-0.2033669757078782,-0.415448361932218,1.0,High,1
0.6697751037067519,0.5414385128843381,-1.077403818168062,1.2654415935203476,-0.3153464869316386,-0.4429397407136677,1.606960426647959,-0.2033669757078782,0.004181475012463501,1.0,High,1
-0.8208345846734282,0.5414385128843381,-0.1017884425816715,0.026121500783676907,1.479278418288648,0.4375782727162024,-1.159589371492057,-0.2033669757078782,0.1677330734961845,1.0,Low,1
-0.7299081155937119,0.5414385128843381,-0.1830897238805374,0.026121500783676907,-0.3714285152197726,-1.3234577541435375,-0.3832616220139916,-0.2033669757078782,1.034154377764701,1.0,Low,1
-0.5244383591893778,0.5414385128843381,0.9551282143035849,1.2654415935203476,-1.3248229961180498,1.3180962861460723,-0.3409164720424607,-0.2033669757078782,-0.8070463960100258,2.0,Medium,0
-0.8861503847684986,0.5414385128843381,0.3047179639126579,0.026121500783676907,-0.4275105435079065,-0.4429397407136677,-0.355031522032971,-0.2033669757078782,-0.6142406702558596,1.0,Low,2
