TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster,TransactionLevel,Target
-1.1079304242263144,0.0,1.2008690872714527,-1.0886151186748325,1.4444268737386174,-1.3168887883327804,-0.5378943986419332,2.7755575615628914e-17,0.014220776240544429,-0.6161132917210065,1,2
0.5794311610097304,0.0,-0.5033583000539024,-1.0886151186748325,1.331693682313822,-1.3168887883327804,0.3046618156670068,2.7755575615628914e-17,2.253155475469244,-0.6161132917210065,0,1
-0.5851581755352077,0.0,0.14587118083194722,1.3611769249997159,-1.430269507593665,1.3116352426346445,-0.8889594879373249,2.7755575615628914e-17,-1.0188942848885127,1.6230781147517075,2,0
-0.3139409509691712,0.0,0.9574080319392593,1.3611769249997159,-1.035703337606881,1.3116352426346445,-1.3242801986636106,2.7755575615628914e-17,0.9093208045783762,1.6230781147517075,2,0
-0.7442263089604695,0.0,0.5516396063856033,-1.0886151186748325,-1.4866361033060624,1.3116352426346445,0.7399825263932924,2.7755575615628914e-17,-1.1071057278651675,1.6230781147517075,1,0
2.6282138098016494,0.0,0.3893322361641408,-1.0886151186748325,0.5989279380526521,-1.3168887883327804,0.009767140658877802,2.7755575615628914e-17,-1.0449095010092877,-0.6161132917210065,0,2
-0.28822167456297776,0.0,0.06471749572121602,1.3611769249997159,-1.3175363161688693,1.3116352426346445,0.7540251299651082,2.7755575615628914e-17,-0.913647497345462,1.6230781147517075,2,0
2.4688661190241463,0.0,0.06471749572121602,-1.0886151186748325,-1.035703337606881,1.3116352426346445,0.05189495137432474,2.7755575615628914e-17,-1.2603927567428201,1.6230781147517075,0,0
-0.39552510493157117,0.0,-0.016436189389515094,1.3611769249997159,-1.4866361033060624,1.3116352426346445,0.2063635906642971,2.7755575615628914e-17,-1.231847744050929,1.6230781147517075,2,0
0.995086350900404,0.0,-0.9091267256075585,-1.0886151186748325,-0.47203738048290406,-0.44071411134363897,0.13615057280521872,2.7755575615628914e-17,-0.41215999343793663,-0.6161132917210065,0,1
1.1231236182268889,0.0,-1.071434095829021,1.3611769249997159,-0.3029375933457109,-0.44071411134363897,1.6106239478458637,2.7755575615628914e-17,0.013640761468866025,-0.6161132917210065,0,1
-0.8971907735284644,0.0,-0.09758987450024631,0.1362809031624415,1.5007934694510152,0.43546056564550284,-1.1417263522300065,2.7755575615628914e-17,0.1795974880153703,-0.6161132917210065,1,1
-0.7739525740821207,0.0,-0.17874355961097754,0.1362809031624415,-0.3593041890581087,-1.3168887883327804,-0.36938315578014524,2.7755575615628914e-17,1.0587600568903401,-0.6161132917210065,1,1
-0.4954668583578121,0.0,0.9574080319392593,1.3611769249997159,-1.3175363161688693,1.3116352426346445,-0.3272553450646982,2.7755575615628914e-17,-0.8095167203675604,1.6230781147517075,2,0
-0.9857172684048552,0.0,0.30817855105340963,0.1362809031624415,-0.41567078477050634,-0.44071411134363897,-0.34129794863651386,2.7755575615628914e-17,-0.6138756663990828,-0.6161132917210065,1,2
-0.579753400058544,0.0,-0.17874355961097754,1.3611769249997159,-0.021104614783722463,-1.3168887883327804,1.0910476156886844,2.7755575615628914e-17,-0.8506615182335024,-0.6161132917210065,2,1
-0.9118675345211293,0.0,-0.8279730404968272,0.1362809031624415,-0.9793367418944832,1.3116352426346445,2.2987115228648314,2.7755575615628914e-17,-0.9595100939346102,1.6230781147517075,1,0
-0.8981226313692685,0.0,-1.4772025213826767,-1.0886151186748325,-0.8666035504696878,-1.3168887883327804,1.9336038299976244,2.7755575615628914e-17,1.23417568504819,-0.6161132917210065,1,1
2.916390847070321,0.0,-0.09758987450024631,1.3611769249997159,-1.2611697204564718,1.3116352426346445,0.4310452478133478,2.7755575615628914e-17,-1.2061950371624532,1.6230781147517075,0,0
-0.5922868880173593,0.0,1.4443301426036466,0.1362809031624415,0.26072836377826597,-0.44071411134363897,-1.0434281272272972,2.7755575615628914e-17,0.183178561360153,-0.6161132917210065,2,2
-0.809549543600838,0.0,0.30817855105340963,0.1362809031624415,-1.035703337606881,1.3116352426346445,0.36083222995426945,2.7755575615628914e-17,-1.0763105685813632,1.6230781147517075,1,0
0.3902174264344554,0.0,0.5516396063856033,1.3611769249997159,0.5989279380526521,0.43546056564550284,1.3578570835531816,2.7755575615628914e-17,-1.0455542495724486,-0.6161132917210065,0,2
0.3568569157336684,0.0,1.1197154021607216,-1.0886151186748325,1.0498607037518337,0.43546056564550284,-0.004275462912937875,2.7755575615628914e-17,-0.1899625488518944,-0.6161132917210065,0,2
-1.015070790390185,0.0,0.7139469766070657,1.3611769249997159,-0.3593041890581087,-1.3168887883327804,-1.4085358200945044,2.7755575615628914e-17,2.3711185690110135,-0.6161132917210065,1,2
-0.9158279303445469,0.0,1.5254838277143776,-1.0886151186748325,-1.430269507593665,1.3116352426346445,-0.03236067005656914,2.7755575615628914e-17,-1.246902234597977,1.6230781147517075,1,0
0.24428848856453161,0.0,-0.016436189389515094,0.1362809031624415,-0.9793367418944832,1.3116352426346445,-1.2119393700890853,2.7755575615628914e-17,-1.084596493891056,1.6230781147517075,0,0
-0.4071733279416224,0.0,-1.4772025213826767,0.1362809031624415,-1.035703337606881,1.3116352426346445,-0.6221500200728273,2.7755575615628914e-17,-0.918707090487693,1.6230781147517075,2,0
1.2037759143484847,0.0,0.5516396063856033,1.3611769249997159,-1.430269507593665,1.3116352426346445,-0.20087191291835718,2.7755575615628914e-17,-1.107100549161849,1.6230781147517075,0,0
1.747328592889523,0.0,-0.9091267256075585,1.3611769249997159,-1.035703337606881,1.3116352426346445,0.2625340049515597,2.7755575615628914e-17,-1.2407602924621675,1.6230781147517075,0,0
-0.7755367324114879,0.0,1.6066375128251087,0.1362809031624415,1.2753270866014244,-1.3168887883327804,0.36083222995426945,2.7755575615628914e-17,2.549892586270948,-0.6161132917210065,1,2
-0.3838302890294796,0.0,1.2008690872714527,0.1362809031624415,-0.9229701461820856,1.3116352426346445,0.3187044192388224,2.7755575615628914e-17,-1.0715798230998608,1.6230781147517075,2,0
-0.6860783796942931,0.0,0.6327932914963345,-1.0886151186748325,0.9934941080394359,0.43546056564550284,-0.41151096649559216,2.7755575615628914e-17,-0.15005546107908777,-0.6161132917210065,1,2
0.30318190410335144,0.0,0.14587118083194722,0.1362809031624415,-1.0920699333192785,1.3116352426346445,-0.509809191498302,2.7755575615628914e-17,-0.9666722406241756,1.6230781147517075,0,0
